date,state,district,T2M,RH2M,WS2M,PRECTOTCORR,fire_lag_1d,fire_lag_3d,fire_lag_7d,fire_mean_3d,fire_mean_7d,season_sin,season_cos,state,district,elevated_next_day,next_day_fire_count
2023-10-20,Haryana,Ambala,20.13,63.65,1.04,0.0,3.0,0.0,13.0,1.3333333333333333,7.571428571428571,0.8826787983255474,-0.46997674302732007,Haryana,Ambala,1,11.0
2023-10-21,Haryana,Ambala,20.77,59.04,1.05,0.0,7.0,1.0,13.0,3.6666666666666665,6.714285714285714,0.8296770135526188,-0.5582437220268649,Haryana,Ambala,0,0.0
2023-10-22,Haryana,Ambala,20.86,66.85,1.34,0.0,11.0,3.0,23.0,7.0,6.428571428571429,0.7678804460366001,-0.6405931786981751,Haryana,Ambala,1,12.0
2023-10-23,Haryana,Ambala,21.42,64.45,0.94,0.13,0.0,7.0,0.0,6.0,3.142857142857143,0.6979441547663439,-0.7161521883143931,Haryana,Ambala,1,30.0
2023-10-24,Haryana,Ambala,21.94,63.46,1.13,0.02,12.0,11.0,0.0,7.666666666666667,4.857142857142857,0.620609481827423,-0.7841198065767103,Haryana,Ambala,1,14.0
2023-10-25,Haryana,Ambala,21.8,64.3,1.16,0.0,30.0,0.0,1.0,14.0,9.142857142857142,0.5366961939916005,-0.8437755598231856,Haryana,Ambala,1,17.0
2023-10-26,Haryana,Ambala,21.16,63.58,1.88,0.0,14.0,12.0,3.0,18.666666666666668,11.0,0.44709379298511387,-0.8944870822287956,Haryana,Ambala,1,17.0
2023-10-27,Haryana,Ambala,20.84,62.17,1.77,0.0,17.0,30.0,7.0,20.33333333333333,13.0,0.352752086549095,-0.9357168190404935,Haryana,Ambala,1,6.0
2023-10-28,Haryana,Ambala,21.47,64.12,1.26,0.0,17.0,14.0,11.0,16.0,14.428571428571429,0.2546711202412288,-0.9670277247913204,Haryana,Ambala,1,27.0
2023-10-29,Haryana,Ambala,21.97,63.9,1.12,0.0,6.0,17.0,0.0,13.333333333333334,13.714285714285714,0.1538905767040617,-0.9880878960910772,Haryana,Ambala,1,8.0
2023-10-30,Haryana,Ambala,21.21,65.38,1.21,0.0,27.0,17.0,12.0,16.666666666666668,17.571428571428573,0.05147875477034673,-0.9986740898848305,Haryana,Ambala,1,5.0
2023-10-31,Haryana,Ambala,21.8,60.66,1.12,0.0,8.0,6.0,30.0,13.666666666666666,17.0,-0.05147875477034649,-0.9986740898848305,Haryana,Ambala,1,21.0
2023-11-01,Haryana,Ambala,22.49,56.19,1.1,0.0,5.0,27.0,14.0,13.333333333333334,13.428571428571429,-0.15389057670406148,-0.9880878960910772,Haryana,Ambala,1,9.0
2023-11-02,Haryana,Ambala,22.31,55.16,0.98,0.0,21.0,8.0,17.0,11.333333333333334,14.428571428571429,-0.25467112024122857,-0.9670277247913204,Haryana,Ambala,1,3.0
2023-11-03,Haryana,Ambala,21.49,58.63,1.03,0.0,9.0,5.0,17.0,11.666666666666666,13.285714285714286,-0.35275208654909473,-0.9357168190404936,Haryana,Ambala,1,7.0
2023-11-04,Haryana,Ambala,21.17,56.18,1.4,0.0,3.0,21.0,6.0,11.0,11.285714285714286,-0.44709379298511365,-0.8944870822287957,Haryana,Ambala,1,8.0
2023-11-05,Haryana,Ambala,20.74,56.53,1.34,0.0,7.0,9.0,27.0,6.333333333333333,11.428571428571429,-0.5366961939916003,-0.8437755598231858,Haryana,Ambala,0,2.0
2023-11-06,Haryana,Ambala,20.23,55.95,1.13,0.0,8.0,3.0,8.0,6.0,8.714285714285714,-0.6206094818274228,-0.7841198065767104,Haryana,Ambala,0,0.0
2023-11-07,Haryana,Ambala,20.34,57.82,1.51,0.0,2.0,7.0,5.0,5.666666666666667,7.857142857142857,-0.6979441547663433,-0.7161521883143935,Haryana,Ambala,0,0.0
2023-11-08,Haryana,Ambala,20.77,61.54,1.64,0.0,0.0,8.0,21.0,3.333333333333333,7.142857142857143,-0.7678804460366,-0.6405931786981752,Haryana,Ambala,0,0.0
2023-11-09,Haryana,Ambala,20.74,62.96,1.72,0.0,0.0,2.0,9.0,0.6666666666666666,4.142857142857143,-0.8296770135526189,-0.5582437220268648,Haryana,Ambala,0,0.0
2023-11-10,Haryana,Ambala,18.47,70.41,1.54,1.51,0.0,0.0,3.0,0.0,2.857142857142857,-0.8826787983255471,-0.4699767430273207,Haryana,Ambala,0,2.0
2023-11-11,Haryana,Ambala,17.9,67.52,1.44,0.02,0.0,0.0,7.0,0.0,2.4285714285714284,-0.9263239682514951,-0.3767278936351848,Haryana,Ambala,0,1.0
2023-11-12,Haryana,Ambala,18.45,63.44,1.83,0.0,2.0,0.0,8.0,0.6666666666666666,1.7142857142857142,-0.9601498736716017,-0.2794856348516098,Haryana,Ambala,0,2.0
2023-11-13,Haryana,Ambala,18.74,57.31,1.16,0.0,1.0,0.0,2.0,1.0,0.7142857142857143,-0.9837979515735163,-0.1792807588107359,Haryana,Ambala,1,3.0
2023-11-14,Haryana,Ambala,19.31,55.75,1.14,0.0,2.0,2.0,0.0,1.6666666666666667,0.7142857142857143,-0.9970175264485267,-0.07717546212664643,Haryana,Ambala,0,0.0
2023-11-15,Haryana,Ambala,19.92,55.8,1.39,0.0,3.0,1.0,0.0,2.0,1.1428571428571428,-0.9996684675143132,0.025747913654987745,Haryana,Ambala,0,0.0
2023-11-16,Haryana,Ambala,20.02,54.26,1.23,0.0,0.0,2.0,0.0,1.6666666666666667,1.1428571428571428,-0.9917226741361015,0.12839835514655118,Haryana,Ambala,0,1.0
2023-11-17,Haryana,Ambala,20.78,51.67,1.41,0.0,0.0,3.0,0.0,1.0,1.1428571428571428,-0.9732643737003827,0.22968774213179508,Haryana,Ambala,0,2.0
2023-11-18,Haryana,Ambala,20.74,55.01,1.38,0.0,1.0,0.0,2.0,0.3333333333333333,1.2857142857142858,-0.9444892287836614,0.3285423819108344,Haryana,Ambala,0,1.0
2023-11-19,Haryana,Ambala,19.35,62.76,1.51,0.0,2.0,0.0,1.0,1.0,1.2857142857142858,-0.9057022630804715,0.42391439070986053,Haryana,Ambala,0,1.0
2023-11-20,Haryana,Ambala,18.9,62.95,1.04,0.0,1.0,1.0,2.0,1.3333333333333333,1.2857142857142858,-0.8573146280763323,0.5147928015098306,Haryana,Ambala,0,0.0
2023-11-21,Haryana,Ambala,18.43,61.3,2.23,0.0,1.0,2.0,3.0,1.3333333333333333,1.1428571428571428,-0.7998392447397193,0.6002142805483683,Haryana,Ambala,0,0.0
2023-11-22,Haryana,Ambala,17.44,60.75,2.2,0.0,0.0,1.0,0.0,0.6666666666666666,0.7142857142857143,-0.7338853664321989,0.6792733388972934,Haryana,Ambala,0,0.0
2023-11-23,Haryana,Ambala,18.18,51.13,1.17,0.0,0.0,1.0,0.0,0.3333333333333333,0.7142857142857143,-0.6601521206712321,0.7511319308705195,Haryana,Ambala,0,0.0
2023-11-24,Haryana,Ambala,17.79,53.58,1.09,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,-0.5794210982045639,0.8150283375168111,Haryana,Ambala,0,1.0
2023-11-25,Haryana,Ambala,17.94,53.08,1.12,0.0,0.0,0.0,2.0,0.0,0.5714285714285714,-0.4925480679538645,0.8702852410301551,Haryana,Ambala,0,0.0
2023-11-26,Haryana,Ambala,17.54,56.82,1.37,0.0,1.0,0.0,1.0,0.3333333333333333,0.4285714285714285,-0.40045390565126726,0.9163169044870044,Haryana,Ambala,0,0.0
2023-11-27,Haryana,Ambala,17.35,64.01,1.47,0.03,0.0,0.0,1.0,0.3333333333333333,0.2857142857142857,-0.30411483232751774,0.9526353808033826,Haryana,Ambala,1,5.0
2023-11-28,Haryana,Ambala,18.22,54.28,1.2,0.0,0.0,1.0,0.0,0.3333333333333333,0.1428571428571428,-0.20455206612620136,0.9788556850953577,Haryana,Ambala,1,5.0
2023-11-29,Haryana,Ambala,19.41,54.0,1.24,0.33,5.0,0.0,0.0,1.6666666666666667,0.8571428571428571,-0.1028209971373608,0.9946998756145891,Haryana,Ambala,0,0.0
2023-11-30,Haryana,Ambala,17.18,76.89,1.25,9.06,5.0,0.0,0.0,3.333333333333333,1.5714285714285714,-2.4492935982947064e-16,1.0,Haryana,Ambala,0,0.0
2024-10-01,Haryana,Ambala,25.87,85.73,2.35,0.0,0.0,5.0,0.0,3.333333333333333,1.5714285714285714,0.1028209971373604,0.9946998756145891,Haryana,Ambala,0,1.0
2024-10-02,Haryana,Ambala,25.79,76.19,1.95,0.0,0.0,5.0,1.0,1.6666666666666667,1.5714285714285714,0.2045520661262008,0.9788556850953578,Haryana,Ambala,0,2.0
2024-10-03,Haryana,Ambala,26.32,68.48,1.43,0.0,1.0,0.0,0.0,0.3333333333333333,1.5714285714285714,0.30411483232751785,0.9526353808033826,Haryana,Ambala,0,0.0
2024-10-04,Haryana,Ambala,25.9,70.24,1.22,0.0,2.0,0.0,0.0,1.0,1.8571428571428568,0.40045390565126643,0.9163169044870048,Haryana,Ambala,1,4.0
2024-10-05,Haryana,Ambala,26.01,68.4,1.19,0.27,0.0,1.0,5.0,1.0,1.8571428571428568,0.4925480679538644,0.8702852410301553,Haryana,Ambala,1,9.0
2024-10-06,Haryana,Ambala,25.83,69.86,1.63,1.87,4.0,2.0,5.0,2.0,1.7142857142857142,0.5794210982045637,0.8150283375168114,Haryana,Ambala,0,2.0
2024-10-07,Haryana,Ambala,25.57,70.12,1.38,0.0,9.0,0.0,0.0,4.333333333333333,2.2857142857142856,0.6601521206712317,0.7511319308705199,Haryana,Ambala,1,4.0
2024-10-08,Haryana,Ambala,24.8,70.88,1.16,0.02,2.0,4.0,0.0,5.0,2.571428571428572,0.733885366432199,0.6792733388972931,Haryana,Ambala,1,6.0
2024-10-09,Haryana,Ambala,24.29,73.46,1.99,0.0,4.0,9.0,1.0,5.0,3.142857142857143,0.7998392447397193,0.6002142805483682,Haryana,Ambala,0,2.0
2024-10-10,Haryana,Ambala,23.23,71.67,1.99,0.0,6.0,2.0,2.0,4.0,3.857142857142857,0.8573146280763323,0.5147928015098308,Haryana,Ambala,1,6.0
2024-10-11,Haryana,Ambala,23.3,69.76,2.08,0.0,2.0,4.0,0.0,4.0,3.857142857142857,0.9057022630804714,0.42391439070986076,Haryana,Ambala,1,15.0
2024-10-12,Haryana,Ambala,24.23,62.06,1.42,0.0,6.0,6.0,4.0,4.666666666666667,4.714285714285714,0.9444892287836613,0.32854238191083485,Haryana,Ambala,1,24.0
2024-10-13,Haryana,Ambala,24.54,55.88,1.2,0.0,15.0,2.0,9.0,7.666666666666667,6.285714285714286,0.9732643737003825,0.22968774213179552,Haryana,Ambala,1,11.0
2024-10-14,Haryana,Ambala,23.34,58.69,1.66,0.0,24.0,6.0,2.0,15.0,8.428571428571429,0.9917226741361015,0.12839835514655099,Haryana,Ambala,1,9.0
2024-10-15,Haryana,Ambala,23.05,64.46,1.97,1.11,11.0,15.0,4.0,16.666666666666668,9.714285714285714,0.999668467514313,0.025747913654988658,Haryana,Ambala,0,0.0
2024-10-16,Haryana,Ambala,24.32,61.82,1.31,0.0,9.0,24.0,6.0,14.666666666666666,10.428571428571429,0.9970175264485267,-0.07717546212664618,Haryana,Ambala,1,10.0
2024-10-17,Haryana,Ambala,24.41,61.09,1.27,0.0,0.0,11.0,2.0,6.666666666666667,9.571428571428571,0.9837979515735163,-0.17928075881073566,Haryana,Ambala,1,6.0
2024-10-18,Haryana,Ambala,24.76,58.57,1.38,0.0,10.0,9.0,6.0,6.333333333333333,10.714285714285714,0.9601498736716018,-0.2794856348516094,Haryana,Ambala,1,7.0
2024-10-19,Haryana,Ambala,23.26,64.7,1.49,0.0,6.0,0.0,15.0,5.333333333333333,10.714285714285714,0.926323968251495,-0.376727893635185,Haryana,Ambala,1,6.0
2024-10-20,Haryana,Ambala,23.35,65.09,1.29,0.0,7.0,10.0,24.0,7.666666666666667,9.571428571428571,0.8826787983255474,-0.46997674302732007,Haryana,Ambala,0,0.0
2024-10-21,Haryana,Ambala,23.41,67.72,1.03,0.0,6.0,6.0,11.0,6.333333333333333,7.0,0.8296770135526188,-0.5582437220268649,Haryana,Ambala,0,1.0
2024-10-22,Haryana,Ambala,23.42,70.93,1.32,0.0,0.0,7.0,9.0,4.333333333333333,5.428571428571429,0.7678804460366001,-0.6405931786981751,Haryana,Ambala,0,1.0
2024-10-23,Haryana,Ambala,24.31,63.56,1.78,0.0,1.0,6.0,0.0,2.333333333333333,4.285714285714286,0.6979441547663439,-0.7161521883143931,Haryana,Ambala,1,8.0
2024-10-24,Haryana,Ambala,24.17,58.85,1.9,0.0,1.0,0.0,10.0,0.6666666666666666,4.428571428571429,0.620609481827423,-0.7841198065767103,Haryana,Ambala,0,2.0
2024-10-25,Haryana,Ambala,24.22,57.68,2.04,0.0,8.0,1.0,6.0,3.333333333333333,4.142857142857143,0.5366961939916005,-0.8437755598231856,Haryana,Ambala,0,0.0
2024-10-26,Haryana,Ambala,23.88,58.41,1.52,0.0,2.0,1.0,7.0,3.6666666666666665,3.571428571428572,0.44709379298511387,-0.8944870822287956,Haryana,Ambala,1,3.0
2024-10-27,Haryana,Ambala,23.15,69.83,1.34,0.0,0.0,8.0,6.0,3.333333333333333,2.571428571428572,0.352752086549095,-0.9357168190404935,Haryana,Ambala,1,3.0
2024-10-28,Haryana,Ambala,23.73,78.46,1.58,0.0,3.0,2.0,0.0,1.6666666666666667,2.142857142857143,0.2546711202412288,-0.9670277247913204,Haryana,Ambala,0,1.0
2024-10-29,Haryana,Ambala,25.05,73.27,1.12,0.0,3.0,0.0,1.0,2.0,2.571428571428572,0.1538905767040617,-0.9880878960910772,Haryana,Ambala,1,4.0
2024-10-30,Haryana,Ambala,25.23,63.13,1.51,0.0,1.0,3.0,1.0,2.333333333333333,2.571428571428572,0.05147875477034673,-0.9986740898848305,Haryana,Ambala,1,3.0
2024-10-31,Haryana,Ambala,23.94,58.14,2.3,0.0,4.0,3.0,8.0,2.6666666666666665,3.0,-0.05147875477034649,-0.9986740898848305,Haryana,Ambala,0,1.0
2024-11-01,Haryana,Ambala,22.45,56.69,1.98,0.0,3.0,1.0,2.0,2.6666666666666665,2.2857142857142856,-0.15389057670406148,-0.9880878960910772,Haryana,Ambala,1,3.0
2024-11-02,Haryana,Ambala,23.39,44.78,1.05,0.0,1.0,4.0,0.0,2.6666666666666665,2.142857142857143,-0.25467112024122857,-0.9670277247913204,Haryana,Ambala,0,0.0
2024-11-03,Haryana,Ambala,22.8,50.27,1.16,0.0,3.0,3.0,3.0,2.333333333333333,2.571428571428572,-0.35275208654909473,-0.9357168190404936,Haryana,Ambala,0,1.0
2024-11-04,Haryana,Ambala,23.37,49.4,1.04,0.0,0.0,1.0,3.0,1.3333333333333333,2.142857142857143,-0.44709379298511365,-0.8944870822287957,Haryana,Ambala,0,1.0
2024-11-05,Haryana,Ambala,22.08,62.87,1.49,0.0,1.0,3.0,1.0,1.3333333333333333,1.8571428571428568,-0.5366961939916003,-0.8437755598231858,Haryana,Ambala,0,2.0
2024-11-06,Haryana,Ambala,22.77,61.78,1.12,0.0,1.0,0.0,4.0,0.6666666666666666,1.8571428571428568,-0.6206094818274228,-0.7841198065767104,Haryana,Ambala,0,0.0
2024-11-07,Haryana,Ambala,22.35,67.31,1.13,0.0,2.0,1.0,3.0,1.3333333333333333,1.5714285714285714,-0.6979441547663433,-0.7161521883143935,Haryana,Ambala,0,1.0
2024-11-08,Haryana,Ambala,22.84,66.68,1.07,0.0,0.0,1.0,1.0,1.0,1.1428571428571428,-0.7678804460366,-0.6405931786981752,Haryana,Ambala,0,2.0
2024-11-09,Haryana,Ambala,22.09,74.14,1.4,0.0,1.0,2.0,3.0,1.0,1.1428571428571428,-0.8296770135526189,-0.5582437220268648,Haryana,Ambala,0,0.0
2024-11-10,Haryana,Ambala,22.37,72.46,0.91,0.0,2.0,0.0,0.0,1.0,1.0,-0.8826787983255471,-0.4699767430273207,Haryana,Ambala,0,1.0
2024-11-11,Haryana,Ambala,22.74,69.98,0.93,0.0,0.0,1.0,1.0,1.0,1.0,-0.9263239682514951,-0.3767278936351848,Haryana,Ambala,0,1.0
2024-11-12,Haryana,Ambala,21.81,64.98,1.32,0.0,1.0,2.0,1.0,1.0,1.0,-0.9601498736716017,-0.2794856348516098,Haryana,Ambala,0,1.0
2024-11-13,Haryana,Ambala,21.1,57.3,1.48,0.0,1.0,0.0,2.0,0.6666666666666666,1.0,-0.9837979515735163,-0.1792807588107359,Haryana,Ambala,0,2.0
2024-11-14,Haryana,Ambala,19.86,57.74,1.15,0.0,1.0,1.0,0.0,1.0,0.8571428571428571,-0.9970175264485267,-0.07717546212664643,Haryana,Ambala,0,0.0
2024-11-15,Haryana,Ambala,20.15,56.38,1.38,0.0,2.0,1.0,1.0,1.3333333333333333,1.1428571428571428,-0.9996684675143132,0.025747913654987745,Haryana,Ambala,0,0.0
2024-11-16,Haryana,Ambala,19.5,58.14,1.87,0.0,0.0,1.0,2.0,1.0,1.0,-0.9917226741361015,0.12839835514655118,Haryana,Ambala,0,0.0
2024-11-17,Haryana,Ambala,18.96,52.95,1.71,0.0,0.0,2.0,0.0,0.6666666666666666,0.7142857142857143,-0.9732643737003827,0.22968774213179508,Haryana,Ambala,0,0.0
2024-11-18,Haryana,Ambala,18.58,53.8,1.38,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,-0.9444892287836614,0.3285423819108344,Haryana,Ambala,0,1.0
2024-11-19,Haryana,Ambala,18.53,51.81,1.59,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,-0.9057022630804715,0.42391439070986053,Haryana,Ambala,0,0.0
2024-11-20,Haryana,Ambala,18.09,49.45,1.51,0.0,1.0,0.0,1.0,0.3333333333333333,0.5714285714285714,-0.8573146280763323,0.5147928015098306,Haryana,Ambala,0,1.0
2024-11-21,Haryana,Ambala,17.93,47.6,1.65,0.0,0.0,0.0,2.0,0.3333333333333333,0.4285714285714285,-0.7998392447397193,0.6002142805483683,Haryana,Ambala,0,1.0
2024-11-22,Haryana,Ambala,18.13,46.14,1.4,0.0,1.0,1.0,0.0,0.6666666666666666,0.2857142857142857,-0.7338853664321989,0.6792733388972934,Haryana,Ambala,0,0.0
2024-11-23,Haryana,Ambala,17.86,49.32,0.95,0.0,1.0,0.0,0.0,0.6666666666666666,0.4285714285714285,-0.6601521206712321,0.7511319308705195,Haryana,Ambala,1,3.0
2024-11-24,Haryana,Ambala,18.49,50.89,1.79,0.0,0.0,1.0,0.0,0.6666666666666666,0.4285714285714285,-0.5794210982045639,0.8150283375168111,Haryana,Ambala,1,4.0
2024-11-25,Haryana,Ambala,17.29,55.25,2.16,0.0,3.0,1.0,0.0,1.3333333333333333,0.8571428571428571,-0.4925480679538645,0.8702852410301551,Haryana,Ambala,1,10.0
2024-11-26,Haryana,Ambala,17.02,50.21,1.82,0.0,4.0,0.0,1.0,2.333333333333333,1.4285714285714286,-0.40045390565126726,0.9163169044870044,Haryana,Ambala,0,1.0
2024-11-27,Haryana,Ambala,16.86,49.41,1.53,0.0,10.0,3.0,0.0,5.666666666666667,2.7142857142857144,-0.30411483232751774,0.9526353808033826,Haryana,Ambala,0,0.0
2024-11-28,Haryana,Ambala,16.85,47.43,1.7,0.0,1.0,4.0,1.0,5.0,2.857142857142857,-0.20455206612620136,0.9788556850953577,Haryana,Ambala,1,4.0
2024-11-29,Haryana,Ambala,17.27,46.93,1.32,0.0,0.0,10.0,1.0,3.6666666666666665,2.7142857142857144,-0.1028209971373608,0.9946998756145891,Haryana,Ambala,1,3.0
2024-11-30,Haryana,Ambala,17.3,45.19,1.69,0.0,4.0,1.0,0.0,1.6666666666666667,3.142857142857143,-2.4492935982947064e-16,1.0,Haryana,Ambala,0,1.0
2023-10-08,Punjab,Amritsar,25.52,71.27,0.79,0.0,88.0,130.0,59.0,100.66666666666669,101.14285714285714,0.733885366432199,0.6792733388972931,Punjab,Amritsar,1,13.0
2023-10-09,Punjab,Amritsar,25.99,76.16,0.95,4.29,70.0,84.0,174.0,80.66666666666667,102.71428571428572,0.7998392447397193,0.6002142805483682,Punjab,Amritsar,0,2.0
2023-10-10,Punjab,Amritsar,24.66,77.13,1.09,14.21,13.0,88.0,78.0,57.0,79.71428571428571,0.8573146280763323,0.5147928015098308,Punjab,Amritsar,1,10.0
2023-10-11,Punjab,Amritsar,23.96,66.6,1.08,0.0,2.0,70.0,95.0,28.33333333333333,68.85714285714286,0.9057022630804714,0.42391439070986076,Punjab,Amritsar,1,28.0
2023-10-12,Punjab,Amritsar,23.37,69.41,0.86,0.0,10.0,13.0,130.0,8.333333333333334,56.71428571428572,0.9444892287836613,0.32854238191083485,Punjab,Amritsar,1,81.0
2023-10-13,Punjab,Amritsar,23.37,74.33,1.0,0.07,28.0,2.0,84.0,13.333333333333334,42.142857142857146,0.9732643737003825,0.22968774213179552,Punjab,Amritsar,1,31.0
2023-10-14,Punjab,Amritsar,23.78,74.11,0.98,18.31,81.0,10.0,88.0,39.66666666666666,41.71428571428572,0.9917226741361015,0.12839835514655099,Punjab,Amritsar,0,0.0
2023-10-15,Punjab,Amritsar,23.26,70.36,0.84,0.72,31.0,28.0,70.0,46.66666666666666,33.57142857142857,0.999668467514313,0.025747913654988658,Punjab,Amritsar,0,0.0
2023-10-16,Punjab,Amritsar,21.56,81.9,1.23,21.85,0.0,81.0,13.0,37.333333333333336,23.571428571428573,0.9970175264485267,-0.07717546212664618,Punjab,Amritsar,0,0.0
2023-10-17,Punjab,Amritsar,20.52,82.19,1.05,9.99,0.0,31.0,2.0,10.333333333333334,21.714285714285715,0.9837979515735163,-0.17928075881073566,Punjab,Amritsar,0,0.0
2023-10-18,Punjab,Amritsar,19.39,76.32,1.31,0.79,0.0,0.0,10.0,0.0,21.428571428571427,0.9601498736716018,-0.2794856348516094,Punjab,Amritsar,1,13.0
2023-10-19,Punjab,Amritsar,20.25,66.45,1.05,0.0,0.0,0.0,28.0,0.0,20.0,0.926323968251495,-0.376727893635185,Punjab,Amritsar,1,28.0
2023-10-20,Punjab,Amritsar,20.73,64.68,0.62,0.0,13.0,0.0,81.0,4.333333333333333,17.857142857142858,0.8826787983255474,-0.46997674302732007,Punjab,Amritsar,1,70.0
2023-10-21,Punjab,Amritsar,21.35,67.1,0.7,0.0,28.0,0.0,31.0,13.666666666666666,10.285714285714286,0.8296770135526188,-0.5582437220268649,Punjab,Amritsar,0,1.0
2023-10-22,Punjab,Amritsar,21.12,75.88,1.03,0.1,70.0,13.0,0.0,37.0,15.857142857142858,0.7678804460366001,-0.6405931786981751,Punjab,Amritsar,1,89.0
2023-10-23,Punjab,Amritsar,21.12,74.74,1.03,0.0,1.0,28.0,0.0,33.0,16.0,0.6979441547663439,-0.7161521883143931,Punjab,Amritsar,1,72.0
2023-10-24,Punjab,Amritsar,22.18,69.33,0.85,0.0,89.0,70.0,0.0,53.333333333333336,28.714285714285715,0.620609481827423,-0.7841198065767103,Punjab,Amritsar,1,97.0
2023-10-25,Punjab,Amritsar,22.21,65.45,0.92,0.0,72.0,1.0,0.0,54.0,39.0,0.5366961939916005,-0.8437755598231856,Punjab,Amritsar,1,168.0
2023-10-26,Punjab,Amritsar,22.08,61.96,1.04,0.0,97.0,89.0,13.0,86.0,52.85714285714285,0.44709379298511387,-0.8944870822287956,Punjab,Amritsar,1,108.0
2023-10-27,Punjab,Amritsar,21.84,63.19,0.74,0.0,168.0,72.0,28.0,112.33333333333331,75.0,0.352752086549095,-0.9357168190404935,Punjab,Amritsar,1,20.0
2023-10-28,Punjab,Amritsar,21.68,68.52,0.79,0.0,108.0,97.0,70.0,124.33333333333331,86.42857142857143,0.2546711202412288,-0.9670277247913204,Punjab,Amritsar,1,121.0
2023-10-29,Punjab,Amritsar,22.18,68.44,0.74,0.0,20.0,168.0,1.0,98.66666666666669,79.28571428571429,0.1538905767040617,-0.9880878960910772,Punjab,Amritsar,1,89.0
2023-10-30,Punjab,Amritsar,21.82,72.2,0.74,0.0,121.0,108.0,89.0,83.0,96.42857142857144,0.05147875477034673,-0.9986740898848305,Punjab,Amritsar,1,94.0
2023-10-31,Punjab,Amritsar,21.74,70.34,0.73,0.0,89.0,20.0,72.0,76.66666666666667,96.42857142857144,-0.05147875477034649,-0.9986740898848305,Punjab,Amritsar,1,96.0
2023-11-01,Punjab,Amritsar,22.34,68.25,0.85,0.0,94.0,121.0,97.0,101.33333333333331,99.57142857142856,-0.15389057670406148,-0.9880878960910772,Punjab,Amritsar,1,62.0
2023-11-02,Punjab,Amritsar,22.23,68.07,0.65,0.0,96.0,89.0,168.0,93.0,99.42857142857144,-0.25467112024122857,-0.9670277247913204,Punjab,Amritsar,1,84.0
2023-11-03,Punjab,Amritsar,21.55,69.41,0.58,0.0,62.0,94.0,108.0,84.0,84.28571428571429,-0.35275208654909473,-0.9357168190404936,Punjab,Amritsar,1,58.0
2023-11-04,Punjab,Amritsar,21.59,66.71,0.84,0.0,84.0,96.0,20.0,80.66666666666667,80.85714285714286,-0.44709379298511365,-0.8944870822287957,Punjab,Amritsar,1,82.0
2023-11-05,Punjab,Amritsar,21.35,59.78,0.69,0.0,58.0,62.0,121.0,68.0,86.28571428571429,-0.5366961939916003,-0.8437755598231858,Punjab,Amritsar,1,15.0
2023-11-06,Punjab,Amritsar,20.29,63.52,0.88,0.0,82.0,84.0,89.0,74.66666666666667,80.71428571428571,-0.6206094818274228,-0.7841198065767104,Punjab,Amritsar,1,23.0
